Geneid	Geneid	19_4_WT_SN_1_	20_4_WT_SN_1_	26_4_WT_SN_1_	18_4_SN_1_	19_4_WT_ON_	20_4_WT_ON_	18_4_ON_	26_4_WT_ON_	SPF_8w_F_2	SPF_8w_F_5	SPF_8w_F_4	SPF_8w_F_3	SPF_8w_F_1
Gm28340	Gm28340	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28341	Gm28341	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4849	Gm4849	0	1	1	0	0	0	0	0	2	1	5	1	2
Gm24633	Gm24633	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38382	Gm38382	0	0	0	1	0	0	0	0	0	0	0	0	0
Pkhd1	Pkhd1	0	0	0	4	0	0	0	0	0	1	0	1	1
Gm37315	Gm37315	0	0	0	0	0	0	0	0	0	0	0	0	0
4930486I03Rik	4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15795	Gm15795	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24162	Gm24162	0	0	0	1	0	0	0	0	1	0	0	0	0
Mir206	Mir206	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28653	Gm28653	0	0	0	1	2	0	0	0	0	0	0	0	0
Mir133b	Mir133b	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17a	Il17a	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17f	Il17f	0	2	0	1	1	0	0	0	0	0	1	0	0
Mcm3	Mcm3	1241	1715	1018	1098	1597	1204	1404	1585	554	1777	1556	1905	1625
Gm20587	Gm20587	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm28065	Gm28065	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24723	Gm24723	0	0	0	0	0	0	0	0	0	0	0	0	0
6720483E21Rik	6720483E21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Paqr8	Paqr8	0	51	42	0	1	29	48	0	6	0	18	71	34
Gm24171	Gm24171	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28064	Gm28064	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhc1	Efhc1	1	29	20	3	2	22	1	41	3	0	42	30	14
Tram2	Tram2	85	61	147	57	107	25	71	93	140	103	136	243	140
Gm28287	Gm28287	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2693	Gm2693	0	0	0	2	0	0	0	0	0	0	0	0	0
Tmem14a	Tmem14a	59	59	32	73	61	26	20	51	18	4	20	28	34
Gm38224	Gm38224	0	0	0	3	0	0	0	0	5	24	0	0	0
Gsta3	Gsta3	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm28836	Gm28836	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm7094	Gm7094	0	0	0	0	2	0	0	0	0	0	1	0	0
Gm4956	Gm4956	1	1	0	2	0	0	0	0	0	0	0	0	0
Gm21909	Gm21909	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1a	Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16329	Gm16329	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16327	Gm16327	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1c	Khdc1c	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2709	Gm2709	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16533	Gm16533	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1b	Khdc1b	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16328	Gm16328	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq5	Kcnq5	0	0	0	13	0	0	0	0	1	0	0	0	1
Gm36949	Gm36949	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7658	Gm7658	11	15	5	7	7	11	16	11	1	18	12	7	11
Gm38243	Gm38243	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26580	Gm26580	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5696	Gm5696	0	0	0	0	0	1	0	0	0	0	0	1	1
Gm28239	Gm28239	0	0	0	0	0	1	0	0	0	0	0	1	0
Rims1	Rims1	0	1	0	7	1	0	0	0	11	16	2	1	0
Gm26866	Gm26866	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7761	Gm7761	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm29506	Gm29506	0	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24176	Gm24176	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6420	Gm6420	2	3	2	1	0	2	0	0	3	6	0	1	1
Mir30a	Mir30a	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27028	Gm27028	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	Mir30c-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29107	Gm29107	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20954	Gm20954	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfrl1	Ogfrl1	1090	782	932	1145	2872	2060	2475	2215	2443	4897	2557	3759	2695
Gm7784	Gm7784	1	0	3	0	2	3	1	1	1	7	0	4	3
Gm28822	Gm28822	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gat2	B3gat2	1	0	0	2	4	1	17	0	1	26	25	2	15
Smap1	Smap1	360	301	297	384	586	451	368	487	1062	2072	743	808	765
Sdhaf4	Sdhaf4	255	269	287	537	494	306	398	262	366	1005	379	500	383
Gm26524	Gm26524	5	0	2	1	4	2	4	4	0	4	0	1	3
Fam135a	Fam135a	45	82	93	92	107	31	185	395	118	161	202	382	324
Gm37580	Gm37580	0	2	0	0	0	0	0	0	0	5	0	0	0
Gm26607	Gm26607	0	0	0	0	0	0	0	0	0	0	0	0	0
Col9a1	Col9a1	0	0	0	5	1	0	0	0	1	0	1	0	0
Col19a1	Col19a1	0	0	1	5	0	0	0	0	0	1	0	1	0
Gm26418	Gm26418	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb4b-ps2	Tubb4b-ps2	8	0	0	0	0	2	2	0	0	1	0	1	0
Gm28439	Gm28439	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm10222	Gm10222	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28438	Gm28438	52	95	63	46	85	37	29	46	0	3	0	0	0
Gm28437	Gm28437	1	0	1	0	1	1	0	0	1	0	0	2	0
Gm10925	Gm10925	2	0	2	0	4	0	0	3	1	1	0	1	0
Gm28661	Gm28661	1	4	1	2	2	2	1	3	2	4	0	1	1
Gm29216	Gm29216	1	2	5	3	7	3	3	2	8	7	2	3	4
Lmbrd1	Lmbrd1	1880	1785	1961	2697	1474	1526	1124	1696	974	2645	3718	4177	3537
Gm28594	Gm28594	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28237	Gm28237	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9443	Gm9443	3	2	2	10	2	1	1	1	11	13	1	1	3
Gm29414	Gm29414	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb3	Adgrb3	0	0	0	3	0	0	0	0	2	0	0	0	1
Gm15702	Gm15702	0	0	0	0	0	2	0	0	0	1	0	0	0
Gm20172	Gm20172	0	0	0	0	0	0	0	0	5	0	0	0	0
Gm22260	Gm22260	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37543	Gm37543	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37331	Gm37331	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm37211	Gm37211	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37862	Gm37862	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38286	Gm38286	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37880	Gm37880	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25294	Gm25294	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm37011	Gm37011	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29214	Gm29214	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm37051	Gm37051	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38260	Gm38260	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37628	Gm37628	0	0	0	0	0	0	0	0	0	0	0	0	0
8030445P17Rik	8030445P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38198	Gm38198	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37077	Gm37077	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37895	Gm37895	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36952	Gm36952	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37602	Gm37602	0	0	0	0	0	0	0	0	0	0	0	0	0
2900022M07Rik	2900022M07Rik	0	0	0	0	0	0	0	0	0	1	0	0	0
2900002M20Rik	2900002M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9884	Gm9884	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18443	Gm18443	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19123	Gm19123	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24064	Gm24064	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	4931408C20Rik	1	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s209	n-R5s209	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19641	Gm19641	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5524	Gm5524	0	2	0	7	2	0	2	2	13	4	3	3	1
Gm18776	Gm18776	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19028	Gm19028	2	0	2	1	0	0	0	3	0	0	1	2	2
Gm38089	Gm38089	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7846	Gm7846	0	0	0	1	0	0	2	0	2	0	1	1	0
Gm597	Gm597	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5697	Gm5697	1	0	0	1	0	0	2	1	0	0	3	0	3
Gm6462	Gm6462	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18033	Gm18033	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25586	Gm25586	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22679	Gm22679	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23785	Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5525	Gm5525	7	3	2	2	8	6	8	8	1	1	1	2	3
Gm7858	Gm7858	0	0	0	0	0	1	1	0	1	3	0	1	0
Gm23771	Gm23771	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27430	Gm27430	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9898	Gm9898	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6473	Gm6473	0	1	0	0	0	0	1	0	0	1	0	0	0
Gm2914	Gm2914	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	Phf3	425	685	748	675	612	609	469	651	800	1043	820	914	707
Gm37522	Gm37522	0	0	0	0	0	4	0	0	6	0	0	0	0
Gm37906	Gm37906	31	0	0	0	7	8	2	19	20	3	2	2	12
Ptp4a1	Ptp4a1	491	550	698	454	637	502	543	286	47	227	191	297	265
Gm5698	Gm5698	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9458	Gm9458	0	0	0	0	0	0	5	0	0	0	0	0	0
Gm5699	Gm5699	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29669	Gm29669	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28644	Gm28644	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27362	Gm27362	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428L18Rik	4931428L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29128	Gm29128	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7893	Gm7893	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgsn	Lgsn	0	0	0	2	0	0	0	0	0	0	0	0	0
Pih1d3	Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26145	Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4850	Gm4850	0	0	0	0	0	1	0	0	0	1	0	0	0
Gm28645	Gm28645	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6489	Gm6489	0	2	1	0	0	0	0	0	0	0	0	0	0
Gm10307	Gm10307	0	0	0	4	0	1	1	0	0	0	0	0	0
Gm19680	Gm19680	4	2	3	0	1	1	1	0	1	2	1	5	5
Gm23032	Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7910	Gm7910	0	0	1	0	0	0	0	0	0	0	0	0	0
Khdrbs2	Khdrbs2	0	0	0	12	2	1	0	1	0	1	0	0	0
Gm25814	Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37999	Gm37999	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm37110	Gm37110	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37911	Gm37911	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839	Gm9839	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37792	Gm37792	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5415	Gm5415	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24732	Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37426	Gm37426	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23024	Gm23024	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37151	Gm37151	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm28624	Gm28624	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37724	Gm37724	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7114	Gm7114	2	0	0	2	1	4	4	3	3	3	4	10	1
Gm4785	Gm4785	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm24901	Gm24901	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37591	Gm37591	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2987	Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25792	Gm25792	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18799	Gm18799	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7933	Gm7933	0	0	0	1	1	0	0	0	0	0	0	0	0
Gm23453	Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	Prim2	269	235	150	227	200	267	77	206	245	301	358	232	231
Gm29228	Gm29228	0	2	1	4	2	1	1	1	0	0	1	0	0
Gm37618	Gm37618	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm17813	Gm17813	4	0	3	0	0	0	1	0	0	1	0	0	0
1700001G17Rik	1700001G17Rik	0	0	0	0	0	4	0	0	0	8	0	0	0
Gm38173	Gm38173	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab23	Rab23	60	14	70	40	41	6	0	96	70	107	60	230	150
Bag2	Bag2	96	89	89	125	121	48	84	30	93	73	109	91	65
Gm37905	Gm37905	0	0	0	0	1	0	0	0	0	0	0	0	0
Zfp451	Zfp451	551	452	858	1008	919	1023	952	603	786	1449	1450	1527	1235
Gm15455	Gm15455	0	0	0	0	1	0	0	0	0	0	1	1	1
Bend6	Bend6	264	211	218	189	1126	1046	669	659	546	607	966	1141	1200
Gm37067	Gm37067	3	0	0	0	0	0	0	0	0	0	0	0	0
Dst	Dst	179	143	147	117	1086	697	699	638	3816	2766	507	842	564
Gm37354	Gm37354	34	74	48	21	10	1	0	15	0	1	0	0	0
Gm28631	Gm28631	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23792	Gm23792	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm38157	Gm38157	9	37	12	11	28	32	7	43	678	450	63	66	79
Mir6896	Mir6896	0	0	0	0	0	0	0	0	0	0	1	1	0
Gm26788	Gm26788	0	0	3	4	33	0	0	0	24	31	3	5	0
A930005N03Rik	A930005N03Rik	6	0	0	0	28	14	8	9	21	50	0	10	10
Gm37958	Gm37958	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37385	Gm37385	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5266	Gm5266	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3052	Gm3052	4	23	6	13	26	0	4	0	1	50	4	28	25
Gm37233	Gm37233	16	13	51	58	2	14	5	59	113	133	55	74	88
Mir5103	Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	Ccdc115	635	532	418	827	532	665	581	448	377	962	739	948	1020
Gm28306	Gm28306	1	1	4	0	0	2	0	0	0	1	1	5	3
Imp4	Imp4	1730	1471	1319	1688	2058	1982	2147	1640	803	1492	1832	2228	1876
Ptpn18	Ptpn18	1473	1572	1252	1751	1229	957	1087	935	1748	2829	1110	1287	1235
Gm28417	Gm28417	77	61	56	67	55	87	85	80	187	210	78	119	86
4930568A12Rik	4930568A12Rik	9	13	10	10	3	27	32	19	23	7	20	12	22
Prss39	Prss39	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28416	Gm28416	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28419	Gm28419	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I19Rik	1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	Amer3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28418	Gm28418	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36984	Gm36984	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29730	Gm29730	0	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	AA619741	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	Arhgef4	37	1	9	0	0	110	26	26	29	80	45	29	65
Gm37224	Gm37224	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37845	Gm37845	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm38336	Gm38336	0	0	0	0	0	2	1	0	18	15	4	4	12
Fam168b	Fam168b	1770	1754	1875	2051	2178	2115	1498	1715	647	2044	2598	3560	2806
Gm37127	Gm37127	1	25	8	0	3	2	5	32	60	19	0	1	0
Plekhb2	Plekhb2	4102	3684	4098	2876	3480	3048	3020	2637	785	1696	2109	2741	2119
Gm19430	Gm19430	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37670	Gm37670	2	2	0	3	1	1	1	1	6	2	4	2	1
Gm8009	Gm8009	0	4	0	0	0	0	0	0	0	0	0	0	0
Gm38027	Gm38027	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm25096	Gm25096	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37068	Gm37068	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25634	Gm25634	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28415	Gm28415	0	0	0	0	0	0	0	0	0	0	0	0	0
1110002O04Rik	1110002O04Rik	12	0	0	0	8	0	0	0	0	0	0	0	0
Gm8022	Gm8022	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37146	Gm37146	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33222	Gm33222	0	0	0	0	0	0	0	0	0	0	0	0	0
4930535G08Rik	4930535G08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38049	Gm38049	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	Hs6st1	537	314	499	246	731	615	455	633	374	1331	1621	2212	1744
Gm37335	Gm37335	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33280	Gm33280	8	0	7	0	1	3	18	0	20	5	0	22	24
Uggt1	Uggt1	1077	1416	1416	1631	1258	2085	1222	1748	1504	3535	3038	3865	4055
Mir6897	Mir6897	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	Neurl3	3649	4317	3510	3915	5879	5492	5358	4978	1065	2380	1829	2554	2406
Arid5a	Arid5a	5956	4171	4885	3143	8224	8614	10012	6891	369	595	746	874	854
4930403P22Rik	4930403P22Rik	6	49	4	0	8	7	0	0	51	34	1	0	5
Kansl3	Kansl3	539	660	467	288	764	418	593	470	356	474	479	739	610
Mir6898	Mir6898	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	Fer1l5	3	6	20	1	117	97	39	54	97	20	119	121	42
Lman2l	Lman2l	768	555	637	652	1532	1290	1697	1372	849	1767	1707	2334	1787
Cnnm4	Cnnm4	199	302	135	237	454	345	404	196	107	364	281	212	245
Gm37909	Gm37909	0	13	0	0	0	0	3	0	63	3	15	18	11
AC084391.1	AC084391.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm3	Cnnm3	191	183	237	292	309	307	290	540	326	1176	1031	1430	1366
Gm38033	Gm38033	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	Ankrd23	0	3	0	0	0	3	0	3	0	8	1	0	3
Gm42417	Gm42417	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	Ankrd39	74	48	53	63	102	104	71	54	146	338	70	246	235
Sema4c	Sema4c	230	35	214	162	278	188	343	310	203	1308	1407	1442	1206
D430040D24Rik	D430040D24Rik	2	11	2	2	4	1	0	8	10	15	26	9	21
Fam178b	Fam178b	4	29	5	9	5	5	4	6	4	0	6	14	2
Gm6428	Gm6428	1	0	0	1	2	1	1	2	0	1	0	0	1
Gm24133	Gm24133	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	Cox5b	434	469	468	635	648	509	515	427	441	563	277	279	374
Actr1b	Actr1b	782	713	661	559	1449	1228	1519	1487	471	877	960	1184	1233
4933424G06Rik	4933424G06Rik	0	0	0	0	18	1	8	11	0	0	0	0	0
Gm33533	Gm33533	0	0	0	0	1	0	1	0	0	0	0	0	0
Zap70	Zap70	17	7	0	0	0	7	0	0	0	0	0	0	0
Gm18828	Gm18828	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131	Tmem131	181	283	310	228	400	302	178	564	537	1502	1281	1533	1545
Gm37506	Gm37506	0	0	0	0	0	0	0	0	6	0	0	0	0
Gm38115	Gm38115	5	22	2	36	0	7	18	13	62	173	29	48	49
F830112A20Rik	F830112A20Rik	3	10	0	0	0	0	0	19	49	83	3	0	38
Rpl12-ps1	Rpl12-ps1	0	0	1	2	0	2	0	0	1	0	0	0	3
n-R5s210	n-R5s210	0	0	0	3	0	0	0	0	0	0	0	0	0
Vwa3b	Vwa3b	1	0	1	0	0	0	0	3	0	0	0	3	0
Gm37020	Gm37020	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga3	Cnga3	0	0	0	6	0	0	0	0	1	0	2	0	0
1700074A21Rik	1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	Inpp4a	290	325	198	136	71	115	81	85	151	201	161	148	99
4930439A04Rik	4930439A04Rik	1	3	0	1	0	0	0	0	11	0	0	0	0
Gm37135	Gm37135	0	0	0	0	0	0	0	0	0	0	1	0	1
Coa5	Coa5	1062	1003	1253	977	1170	1241	1023	1138	271	947	1617	1884	1768
Unc50	Unc50	760	859	639	1050	974	1047	1032	738	1104	3265	2555	3057	2982
Mgat4a	Mgat4a	542	690	845	363	2702	3221	2259	2766	2478	4980	5021	7078	5889
4930594C11Rik	4930594C11Rik	3	1	1	0	8	4	0	1	40	52	16	45	36
Gm43213	Gm43213	0	9	1	0	8	3	12	5	292	54	10	39	13
2010300C02Rik	2010300C02Rik	0	0	0	0	0	0	7	0	0	0	0	9	4
4930556I23Rik	4930556I23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
4930470B04Rik	4930470B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19863	Gm19863	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	Tsga10	221	248	462	659	465	466	415	497	128	335	396	435	308
Gm26805	Gm26805	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipt1	Lipt1	1	0	0	0	0	9	1	14	54	151	23	71	61
Mitd1	Mitd1	272	310	267	227	338	234	267	62	334	626	277	443	385
Mrpl30	Mrpl30	444	455	422	536	531	425	371	459	555	848	427	497	516
Lyg2	Lyg2	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm15457	Gm15457	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyg1	Lyg1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23409	Gm23409	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	Txndc9	1158	873	950	1156	1850	1688	1668	1246	772	1343	1218	1583	1136
Eif5b	Eif5b	1098	1181	920	1253	1569	1744	1235	1409	3435	3181	739	784	839
Rev1	Rev1	211	158	91	139	225	69	50	99	135	259	290	320	255
Gm37062	Gm37062	0	7	0	0	0	0	0	0	0	12	0	6	0
Gm5099	Gm5099	0	0	0	0	0	0	0	0	0	1	0	0	0
Aff3	Aff3	46	103	92	27	0	0	0	0	1	0	1	0	0
Gm16150	Gm16150	2	2	4	0	0	0	0	0	0	0	0	0	0
Gm16151	Gm16151	5	0	1	0	0	0	0	0	0	0	0	0	0
Gm16152	Gm16152	0	0	0	9	1	0	0	0	0	0	0	0	0
Gm34727	Gm34727	1	0	4	0	0	0	0	0	0	0	0	0	0
Gm38135	Gm38135	0	0	0	0	0	0	0	0	0	0	0	0	0
2610300A13Rik	2610300A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	Lonrf2	0	0	0	0	0	0	0	0	1	0	2	1	0
Chst10	Chst10	15	0	9	0	0	56	64	68	56	34	68	187	198
Gm37707	Gm37707	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6621	Gm6621	1	1	0	0	1	0	1	1	0	0	0	0	0
Nms	Nms	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl3	Pdcl3	1342	1133	1026	1346	1549	1616	1711	1056	946	2212	1458	1638	1573
Gm37309	Gm37309	0	0	0	0	0	0	0	0	11	11	28	0	9
Gm37821	Gm37821	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37091	Gm37091	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6349	Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	Npas2	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm20428	Gm20428	0	0	0	0	1	0	0	0	1	0	0	0	0
Gm3617	Gm3617	0	0	1	6	1	0	0	0	0	1	0	1	0
Rpl31	Rpl31	49	50	37	42	47	50	39	26	29	101	12	9	20
Tbc1d8	Tbc1d8	333	357	454	420	1031	1040	802	838	282	697	864	1056	1148
Gm37265	Gm37265	0	0	0	0	0	0	0	0	0	0	0	15	0
Gm24826	Gm24826	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11	Cnot11	129	256	238	285	245	268	275	227	254	463	579	999	683
Gm15832	Gm15832	23	14	16	5	35	34	11	7	2	4	6	10	1
Snord89	Snord89	0	0	5	0	2	0	0	0	0	0	0	1	0
Rnf149	Rnf149	1342	1562	1058	1065	1994	2243	2589	2083	708	1764	1147	1408	1369
Gm23722	Gm23722	9	0	16	1	25	9	4	11	67	32	1	1	5
Gm5100	Gm5100	4	2	1	4	3	2	0	1	9	4	2	0	0
Creg2	Creg2	10	0	22	25	13	0	14	0	1	1	3	0	11
D930019O06Rik	D930019O06Rik	0	0	0	8	0	1	0	0	0	0	0	0	0
Rfx8	Rfx8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3646	Gm3646	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	1700066B17Rik	0	2	0	1	0	3	0	0	0	0	0	0	0
Map4k4	Map4k4	475	374	300	323	632	623	675	792	1828	1633	562	619	550
